drug,gene,metric,spearman_r,spearman_p,pearson_r,pearson_p,n_cell_lines
cholecalciferol,HNF1A,ic50,0.021390102204083817,0.6567689089820438,0.05577532160778104,0.24625228408534547,468
cholecalciferol,HNF1A,auc,0.06694281704095605,0.1481928793422587,0.07753313964745989,0.09386843640797132,468
cholecalciferol,MYC,ic50,-0.08210910543124966,0.08754281669733349,-0.06509321125489172,0.17586717011722627,468
cholecalciferol,MYC,auc,-0.06996781070377865,0.13067634407799403,-0.010671153242287762,0.8179040806089625,468
cholecalciferol,ERBB2,ic50,-0.00030430840813092867,0.9949563879079742,0.005345502053638013,0.9115840807205015,468
cholecalciferol,ERBB2,auc,-0.0017768310711007082,0.9694198123443841,-0.003931399918990514,0.932402846836831,468
benzydamine,CRP,ic50,-0.022045796119473417,0.7916853084641761,-0.03529150490710853,0.6723716774131873,444
benzydamine,CRP,auc,0.02738130833039011,0.5649927871566822,-0.08419045974954026,0.07636973065241148,444
benzydamine,HNF1A,ic50,-0.0389287997012926,0.6408489063682584,-0.0196513941655239,0.8138746702834949,444
benzydamine,HNF1A,auc,0.004578620558276639,0.9233569188913029,0.06565644113606456,0.16726124459141764,444
benzydamine,MYC,ic50,0.006208282079762668,0.9407152821686916,0.00499257570995713,0.9523090632403792,444
benzydamine,MYC,auc,0.009130393339915872,0.847858932241452,0.05298496018433658,0.26523721706651326,444
benzydamine,ERBB2,ic50,-0.10138008953977656,0.22337956310910811,-0.05863235436955323,0.48207261675752194,444
benzydamine,ERBB2,auc,0.01903731571901916,0.6891222048536693,0.11478786054418375,0.0155241056258054,444
halcinonide,CRP,auc,-0.009495301350104164,0.8452531829859867,-0.07416117772608416,0.12689243085214835,425
halcinonide,HNF1A,auc,0.01481076700231075,0.7607856654620486,0.0389061269717951,0.42370438915336234,425
halcinonide,MYC,auc,-0.11727681726810968,0.015565136567761354,-0.09655797834434589,0.04665909327085519,425
halcinonide,ERBB2,auc,-0.016181874407620495,0.7394081838846371,-0.032863171440929026,0.4992445765346131,425
fleroxacin,CRP,ic50,0.15963706043641726,0.5548162022795874,0.18459692026247584,0.4937163359756791,418
fleroxacin,CRP,auc,-0.009045700286981538,0.8537077182786525,-0.040505979878092846,0.40880078526366376,418
fleroxacin,HNF1A,ic50,-0.3294117647058824,0.21280142621621306,-0.2588812710727851,0.33296061471253724,418
fleroxacin,HNF1A,auc,-0.007138811757307565,0.8843017942836416,-0.009487845679831587,0.8466434173389223,418
fleroxacin,MYC,ic50,-0.09999999999999999,0.7125163701282782,-0.31351994045862625,0.23702311247323105,418
fleroxacin,MYC,auc,0.0023770244737241018,0.9613552862211091,0.023386594538022432,0.6335234516170198,418
fleroxacin,ERBB2,ic50,-0.22941176470588234,0.39272049088162,-0.5642552248818289,0.022795446571478906,418
fleroxacin,ERBB2,auc,0.04906796433872863,0.3169255826352416,0.06686668831938061,0.17240195398887717,418
teriflunomide,CRP,ic50,0.01142817956022026,0.8220015385521647,-0.027847482951270937,0.58349634794606,466
teriflunomide,CRP,auc,0.0012416311549260756,0.9786741619368257,-0.011575477182564513,0.8031925810606151,466
teriflunomide,HNF1A,ic50,-0.0182921443519938,0.718763749805301,-0.0087445593061828,0.8633273209873072,466
teriflunomide,HNF1A,auc,0.020050194218034993,0.665955714746171,0.10447657116869057,0.0241046212386514,466
teriflunomide,MYC,ic50,0.01732729299749536,0.733017869770535,0.006817358493984911,0.8932432780323828,466
teriflunomide,MYC,auc,0.045435125992882845,0.3277376867927101,0.03881891712584108,0.40312687966741273,466
teriflunomide,ERBB2,ic50,-0.056340478533897544,0.26702242240242835,-0.019868963690920713,0.6956791783571532,466
teriflunomide,ERBB2,auc,3.741322030232786e-05,0.9993573269307487,0.051019985760777764,0.27171219818539244,466
ingenol-mebutate,CRP,ic50,-0.058266842828520654,0.52207075674532,0.057272469699855194,0.5292091567434004,460
ingenol-mebutate,CRP,auc,-0.06596974351907288,0.15777841098643466,-0.06750694497614526,0.14829707131376846,460
ingenol-mebutate,HNF1A,ic50,-0.039237483221589854,0.6665501575942155,0.23886955148171893,0.007796096634610049,460
ingenol-mebutate,HNF1A,auc,-0.06629719965489565,0.15572125964683964,-0.0681335483114414,0.14455911419691608,460
ingenol-mebutate,MYC,ic50,0.026212391636533876,0.7735069779602002,0.19896806370392126,0.02736722810039209,460
ingenol-mebutate,MYC,auc,-0.023666394391869374,0.612661866734905,-0.09108248601767974,0.05090898615676326,460
ingenol-mebutate,ERBB2,ic50,-0.21188860460429051,0.018635431974403087,-0.21738833115173595,0.015722468622260937,460
ingenol-mebutate,ERBB2,auc,-0.03799432291340837,0.4162387734961234,-0.04988136801888601,0.285705480076971,460
triapine,CRP,ic50,0.021389217914868128,0.6505278961302023,-0.014244856536719377,0.7628880952538104,480
triapine,CRP,auc,0.023347836063713635,0.6098683944343137,0.017022780836217395,0.7098891209908192,480
triapine,HNF1A,ic50,0.021747679434671353,0.6450690824053602,0.1388738536124915,0.0031228499803470475,480
triapine,HNF1A,auc,0.04924596415625237,0.2815851072669738,0.06242359537528627,0.172127828809893,480
triapine,MYC,ic50,0.10076721719058702,0.03239691298102774,0.05580867747740869,0.23687714858941084,480
triapine,MYC,auc,0.07181583265609612,0.11610527705415377,0.018950007889310203,0.678779942651833,480
triapine,ERBB2,ic50,0.04178922978164236,0.37594534283499176,0.042302032880173424,0.3701105537287214,480
triapine,ERBB2,auc,0.10875177294422911,0.017149219508609842,0.17208329164634395,0.00015148334513192974,480
deferasirox,CRP,ic50,-0.12177183071047855,0.12624829781063282,-0.012517452296063871,0.8755602478784295,457
deferasirox,CRP,auc,0.006479013568956624,0.890139558788536,-0.05074866651243437,0.2789819528159569,457
deferasirox,HNF1A,ic50,-0.0111219517190994,0.8893393369767143,-0.03317042109460254,0.6780854140534881,457
deferasirox,HNF1A,auc,0.001319061210469512,0.9775655700803443,0.016287437979926666,0.7283996623385086,457
deferasirox,MYC,ic50,-0.02211761579958927,0.7819906159238499,-0.06514947374431077,0.4145636112198117,457
deferasirox,MYC,auc,-0.0321841967887877,0.4925156960166563,0.031714059930320074,0.498861266370979,457
deferasirox,ERBB2,ic50,-0.06547512869119147,0.41222975143461166,-0.06957059425732176,0.38354314143900264,457
deferasirox,ERBB2,auc,0.05694586339052294,0.22436010919662902,0.07384238215487954,0.11493379471767866,457
danazol,CRP,ic50,-0.09190623725038971,0.5045460253816709,-0.07229437291340227,0.5999156197346978,447
danazol,CRP,auc,-0.01766401896859971,0.709563290049142,-0.054472683931326864,0.25042791900032696,447
danazol,HNF1A,ic50,0.4340490804322235,0.0009302580905299179,0.06637329887689299,0.6301875207167925,447
danazol,HNF1A,auc,0.12736338794672752,0.007013280674955228,0.08372581086220457,0.07700878192229671,447
danazol,MYC,ic50,0.09660894660894662,0.48289217868100826,0.0420355243741437,0.7605808580819586,447
danazol,MYC,auc,0.14478699757738925,0.002149528464277721,0.15839932210146102,0.0007771652958745293,447
danazol,ERBB2,ic50,0.1697691197691198,0.2152932760230317,0.009029812216005406,0.9478316191381302,447
danazol,ERBB2,auc,0.07919748150036264,0.09445294933126198,0.0901127474307938,0.05694437933938389,447
ciclopirox,CRP,ic50,0.007932739730696515,0.8814348098775595,-0.06935789099153056,0.1916843936176415,474
ciclopirox,CRP,auc,0.05353109256926248,0.2447437623748887,0.0021342765403931374,0.9630361856615253,474
ciclopirox,HNF1A,ic50,0.02971904162239239,0.5762373742983538,-0.033710719368111666,0.5260835272207846,474
ciclopirox,HNF1A,auc,0.00855778111942746,0.8525800000119674,-0.05294030238354827,0.24999745718139463,474
ciclopirox,MYC,ic50,-0.04032460224298163,0.4481661951598293,-0.04392091973607773,0.40870054981738907,474
ciclopirox,MYC,auc,-0.07045004073538182,0.12560641445251422,-0.06307584927640966,0.17037556239846438,474
ciclopirox,ERBB2,ic50,-0.016980949659184844,0.7495049969857538,-0.020123507221208318,0.7051389963942344,474
ciclopirox,ERBB2,auc,0.05528889113248794,0.22957076440309773,0.07703843016542028,0.0938739513971756,474
eltrombopag,CRP,ic50,0.06363265543603873,0.29570711984203446,-0.00482913933626991,0.936811600166945,473
eltrombopag,CRP,auc,0.052096763259723816,0.2581393445034723,-0.029337441916119932,0.5244531888394209,473
eltrombopag,HNF1A,ic50,-0.08685002605838976,0.153156254307068,-0.0113998404502165,0.8515420752047824,473
eltrombopag,HNF1A,auc,0.022585798824724716,0.6241540825194228,0.09413141159817484,0.04072177400843962,473
eltrombopag,MYC,ic50,-0.024039239194244628,0.6930668998002941,0.011577610447996767,0.8492543894600573,473
eltrombopag,MYC,auc,0.05752053420907921,0.21177006205263488,0.09794491336884456,0.033200710131885934,473
eltrombopag,ERBB2,ic50,-0.0387019021483376,0.525045796813734,0.008686240870873795,0.8866060207267517,473
eltrombopag,ERBB2,auc,0.09295889402041158,0.043305611062761186,0.11592906994564015,0.011631474061307835,473
oxibendazole,CRP,ic50,0.09014888899647795,0.05740494460013046,-0.05133328475579265,0.2799001740600928,478
oxibendazole,CRP,auc,0.12452458241452628,0.006410762813621591,-0.015692908450592048,0.7321852280808121,478
oxibendazole,HNF1A,ic50,-0.05303749319806843,0.26422261215554377,-0.018455347202443007,0.6978280420827956,478
oxibendazole,HNF1A,auc,0.044032835055684706,0.33673089226459996,0.14872770651382422,0.0011089966747614992,478
oxibendazole,MYC,ic50,-0.05471230043392689,0.24941400186896318,-0.01899165493073197,0.6894963760740566,478
oxibendazole,MYC,auc,-0.04827218636460815,0.2922329048630054,-0.007543476122772709,0.8693413696903437,478
oxibendazole,ERBB2,ic50,0.03450554243680215,0.46779944375529764,0.12283205985106925,0.009495325477602023,478
oxibendazole,ERBB2,auc,0.08114816285922628,0.07632182750442922,0.08218533123602523,0.07262684076863575,478
dofetilide,CRP,ic50,-0.010538076334384461,0.8787659490126126,-0.011874270472757242,0.8635351248776919,460
dofetilide,CRP,auc,-0.029442708933963856,0.5287638023849823,0.00951415708806512,0.8387400660068329,460
dofetilide,HNF1A,ic50,0.0020512605084083875,0.9763140849495484,-0.014739441370882431,0.8310522112390012,460
dofetilide,HNF1A,auc,0.07683021501020634,0.0998101982630005,0.16692332719749214,0.0003236154411974078,460
dofetilide,MYC,ic50,-0.012562496831742993,0.8557095024861103,-0.05721170345666581,0.40723511014900515,460
dofetilide,MYC,auc,0.013197777012111568,0.7777112411771698,0.04652006137390264,0.31945981077239805,460
dofetilide,ERBB2,ic50,-0.10786845304525303,0.11737789622889588,-0.15297849787799858,0.02592334464867614,460
dofetilide,ERBB2,auc,0.1490614224703438,0.0013448031003770124,0.16146579079527146,0.0005080591971925934,460
ribavirin,CRP,auc,0.006576798731465206,0.891834017521524,-0.054618152119049405,0.25842017392870514,430
ribavirin,HNF1A,auc,0.05150153702958274,0.28662386980964505,0.028617129758572536,0.5539769641515706,430
ribavirin,MYC,auc,0.10753231036821348,0.025759676766592382,0.07986268909844274,0.0981498749950146,430
ribavirin,ERBB2,auc,0.05412672733465195,0.26273519863246236,0.09771810138665304,0.042838976666189556,430
temazepam,CRP,ic50,-0.05159393703675823,0.8196287037450849,-0.047630964102341675,0.8332874935299175,436
temazepam,CRP,auc,0.08685324314197729,0.070022104387169,0.03788496863792436,0.43006891680095943,436
temazepam,HNF1A,ic50,-0.3054771315640881,0.1668214284225308,-0.09830828604176384,0.6633824441829027,436
temazepam,HNF1A,auc,-0.023773632218540917,0.6205627662489296,-0.004960215094043263,0.9177442121212921,436
temazepam,MYC,ic50,-0.2433653303218521,0.2751116816694032,-0.2066334950736312,0.356197400875227,436
temazepam,MYC,auc,0.03710455254804217,0.4396361467303214,0.05680112753651658,0.2365741027036139,436
temazepam,ERBB2,ic50,0.04573687182382835,0.8398323612677268,0.09385561311015297,0.6778166417486821,436
temazepam,ERBB2,auc,0.062321002443878296,0.19400302650708626,0.06734004196183943,0.16042057311839494,436
enocitabine,CRP,ic50,-0.09654639605871708,0.3343891362257235,-0.0180429683935499,0.8571574014815317,439
enocitabine,CRP,auc,-0.0036799311113398727,0.9387161843361811,-0.00663747988312091,0.8897064458838522,439
enocitabine,HNF1A,ic50,0.012112616273450618,0.9038271400587083,-0.025426770164703502,0.7997475146119344,439
enocitabine,HNF1A,auc,-0.013016934455928103,0.7856458644152226,0.0678851218831817,0.15562678323891968,439
enocitabine,MYC,ic50,0.035261421370168154,0.7249557889208613,0.1059456489263057,0.2892367746596779,439
enocitabine,MYC,auc,-0.020925315507141176,0.661943177290516,0.025509960760927083,0.5939948934304986,439
enocitabine,ERBB2,ic50,-0.0022165614459759325,0.9823599720802155,0.028495707104542203,0.7761779145487332,439
enocitabine,ERBB2,auc,0.0019601903356166422,0.9673329736002071,-0.010892526938168511,0.8199728914456502,439
nithiamide,CRP,auc,-0.03111881515906759,0.5237856324394148,-0.037097904041989746,0.4472007563107675,422
nithiamide,HNF1A,auc,-0.052163642884862964,0.2850118031116191,0.012809714734056897,0.7930318958505744,422
nithiamide,MYC,auc,0.05169218157082124,0.28939374346824487,0.053952916926862646,0.26878997252871334,422
nithiamide,ERBB2,auc,0.03541143536416176,0.46813663983292475,0.06866188366016227,0.159138585649091,422
CPP,CRP,ic50,-0.07592724816153244,0.23734948704701034,-0.08184229796535102,0.20266658367762969,477
CPP,CRP,auc,0.004734407342637078,0.9178595566866048,-0.08968525877769307,0.050281340183689,477
CPP,HNF1A,ic50,-0.009254346540252884,0.8856439668798047,-0.045682151260396126,0.47752763206325294,477
CPP,HNF1A,auc,-0.008384558147807968,0.8550771486347208,0.036561012079165206,0.42563928809859336,477
CPP,MYC,ic50,-0.14052784576849445,0.02818186748472976,-0.024453169794198964,0.7038963343029933,477
CPP,MYC,auc,-0.02089099150555641,0.6490238429889346,0.06504776802470807,0.156062392772716,477
CPP,ERBB2,ic50,0.004369525830659522,0.9458620471222535,0.09082751469801441,0.1572413233515831,477
CPP,ERBB2,auc,-0.024903050103696225,0.5874410786145514,-0.01240620877885508,0.7869639427179921,477
colfosceril-palmitate,CRP,ic50,-0.3509607374176081,0.11877824203625834,-0.2263384068949123,0.3238471478422817,424
colfosceril-palmitate,CRP,auc,-0.036004675160467826,0.4596442521107969,-0.05952035518975056,0.22130492967653204,424
colfosceril-palmitate,HNF1A,ic50,0.12747181515254416,0.5818842008345707,0.14420006457143192,0.5328789096740729,424
colfosceril-palmitate,HNF1A,auc,0.023731690937160734,0.6260517986880089,0.05354206255566668,0.27131772918586355,424
colfosceril-palmitate,MYC,ic50,0.334524213810821,0.13828564138498564,0.10166010640239169,0.6610399616466563,424
colfosceril-palmitate,MYC,auc,0.08770953830112087,0.07120048208837311,0.08554390599731956,0.07849547061777348,424
colfosceril-palmitate,ERBB2,ic50,-0.029230271109683383,0.8999107737872633,0.180412954165855,0.4338706283837236,424
colfosceril-palmitate,ERBB2,auc,0.011626647540023268,0.8113315202922688,0.06986234255552096,0.15098469795548203,424
costunolide,CRP,ic50,-0.018966270928895176,0.8124318721741166,0.08538996036280147,0.2845352363042007,447
costunolide,CRP,auc,0.013575644118558834,0.7747012968947111,-0.02494318569683546,0.5989136399069424,447
costunolide,HNF1A,ic50,-0.05141566778936853,0.5198106113230282,-0.016631058118390635,0.835174781160912,447
costunolide,HNF1A,auc,-0.03695673692882659,0.43572548193674987,0.0037117814075701572,0.9376240926679761,447
costunolide,MYC,ic50,0.03213238674756793,0.6876244681167459,0.06762477788874642,0.3970185438734298,447
costunolide,MYC,auc,-0.06715766628709474,0.15633751255501274,-0.054143967229215176,0.2533023923864132,447
costunolide,ERBB2,ic50,-0.0320801413914328,0.6881058982172346,0.07858607858849419,0.32480200528689296,447
costunolide,ERBB2,auc,-0.014897061355079243,0.7534490489041246,0.0012102985452579025,0.9796426321301047,447
SRT1720,CRP,ic50,-0.07900811639998487,0.10973955005539984,-0.007657547464080316,0.8770011042140509,448
SRT1720,CRP,auc,-0.05972917838516223,0.20701239354605017,-0.03135253098777881,0.5080245616812381,448
SRT1720,HNF1A,ic50,-0.04684557331059677,0.3434684336719754,-0.023494641476236287,0.6348404765566944,448
SRT1720,HNF1A,auc,-0.026920333078492623,0.5698264051537897,0.05838071431293309,0.2174688228010122,448
SRT1720,MYC,ic50,-0.06911885227662837,0.1619145788115118,0.004344578643194098,0.9300273796641254,448
SRT1720,MYC,auc,-0.08291633315667715,0.07958059494314625,-0.09051409551700869,0.05556891807323418,448
SRT1720,ERBB2,ic50,-0.02687742670023337,0.5869037605732974,-0.09379901773464641,0.05743320154063318,448
SRT1720,ERBB2,auc,-0.03012797777632652,0.5247425696401952,-0.020631295689328977,0.6631933051478307,448
epothilone-a,CRP,ic50,0.05731974453070169,0.2119184101338546,0.09197499228275537,0.04489527543047977,477
epothilone-a,CRP,auc,0.08650262904808828,0.059048913719371675,0.06048082002147694,0.18728189265777553,477
epothilone-a,HNF1A,ic50,0.042289409379251144,0.35724256984429376,0.03574007995503651,0.4365956044818953,477
epothilone-a,HNF1A,auc,0.032446578895162746,0.47958458431802076,0.08482131276106317,0.06416928383816395,477
epothilone-a,MYC,ic50,-0.09189465745381381,0.045083443656757864,-0.00818839958010012,0.8585792102716275,477
epothilone-a,MYC,auc,-0.114926768391352,0.012012376658382088,-0.09349793476852902,0.04123680512454441,477
epothilone-a,ERBB2,ic50,0.02214048991871795,0.6299213990586752,0.0476104977735246,0.2999245203562837,477
epothilone-a,ERBB2,auc,0.01679478974089057,0.7144641995093272,0.022097595467862163,0.6302242033835354,477
PIK-75,CRP,ic50,0.006659406888262449,0.8845399963499763,-0.025656504102610535,0.5757816161784367,478
PIK-75,CRP,auc,0.010428655737353106,0.8201025168165933,-0.016223432029616576,0.7234955687697533,478
PIK-75,HNF1A,ic50,-0.05909462706577319,0.19713993023867726,-0.04046943783981623,0.37732434860488806,478
PIK-75,HNF1A,auc,-0.027383413166440884,0.550351263208991,-0.031575725583677015,0.4910051375840047,478
PIK-75,MYC,ic50,-0.24021042859049851,1.060427547481435e-07,-0.06614454011366083,0.14875940161983037,478
PIK-75,MYC,auc,-0.24742642749658175,4.233577131126049e-08,-0.1534820681768319,0.0007604739050921239,478
PIK-75,ERBB2,ic50,-0.05760509425369898,0.2086888240222956,-0.05666921098288668,0.21619066569327144,478
PIK-75,ERBB2,auc,-0.0717081253258574,0.11742326778126541,-0.08207648184064992,0.07300763595910642,478
VU0238429,CRP,ic50,0.04824928504561773,0.3065866627105046,-0.003896504722461628,0.9342333667140246,473
VU0238429,CRP,auc,0.04702540771752193,0.30744699158193256,0.03165412059054318,0.49221997625363745,473
VU0238429,HNF1A,ic50,0.16300587195713387,0.0005101269387372677,0.21086963119769753,6.2826783727339734e-06,473
VU0238429,HNF1A,auc,0.16779352190100189,0.00024672733105670876,0.14528095716387807,0.0015343031890187344,473
VU0238429,MYC,ic50,0.12918262446842074,0.006008311993651199,0.12028060109102431,0.010571000320027278,473
VU0238429,MYC,auc,0.06045642864978048,0.18933047067919756,0.026603127931662036,0.5638373976052209,473
VU0238429,ERBB2,ic50,0.03161596220419674,0.503033265467479,0.08385129339573269,0.0752525560146378,473
VU0238429,ERBB2,auc,0.023438904611643833,0.6111142617526472,0.09213893227824621,0.045193454152087024,473
VU0361737,CRP,ic50,-0.07181868389206274,0.40428574124216826,-0.0180812275634428,0.8338914055338219,456
VU0361737,CRP,auc,-0.002106078793046937,0.9642267534579013,-0.0689557283228046,0.1415075159782732,456
VU0361737,HNF1A,ic50,-0.05073562057493178,0.5560065686984779,-0.033677444586344044,0.6960312108431941,456
VU0361737,HNF1A,auc,-0.021684453772360907,0.644198510043718,0.03393796374964594,0.46971936456442415,456
VU0361737,MYC,ic50,0.009614184188692924,0.9112177777589563,0.022401511414095972,0.7949925087131569,456
VU0361737,MYC,auc,-0.025845832739701684,0.5819812179280177,-0.029582893457024258,0.528614905075677,456
VU0361737,ERBB2,ic50,0.0031899452552536967,0.970488724397478,0.04089706929407518,0.6351430478814214,456
VU0361737,ERBB2,auc,0.011247195240971432,0.8107002662416005,0.022300269057216448,0.6348187115901571,456
skepinone-l,CRP,ic50,0.017360506869113664,0.8695329461297847,0.1187088836031503,0.2597263492665982,449
skepinone-l,CRP,auc,0.025403095313932676,0.5913587253596039,-0.11336189154174953,0.01625448549823129,449
skepinone-l,HNF1A,ic50,0.0720659827068836,0.49481536170468493,0.12615826854065554,0.23079347473773804,449
skepinone-l,HNF1A,auc,0.010206819730230509,0.82923612695276,-0.028341003313005705,0.5491852832444226,449
skepinone-l,MYC,ic50,-0.11453914238409385,0.2769562034777562,-0.024915688811670514,0.8136251588590321,449
skepinone-l,MYC,auc,-0.06389811639185679,0.17650840811259028,-0.029973955003741587,0.526401561555869,449
skepinone-l,ERBB2,ic50,-0.10459798019103182,0.3210627343102688,-0.027625628835858933,0.7937819872985956,449
skepinone-l,ERBB2,auc,0.006387146774392017,0.8926392926852454,0.0478636237922003,0.3115548215212356,449
BAN-ORL-24,CRP,auc,-0.014639619953961534,0.7651030744549092,-0.014337366109653988,0.769815018131703,419
BAN-ORL-24,HNF1A,auc,-0.03656703135601915,0.45535210372607277,-0.12188410957344928,0.012533112929835138,419
BAN-ORL-24,MYC,auc,0.03415907877144176,0.48559405236167996,0.04612452564357174,0.3462815810925504,419
BAN-ORL-24,ERBB2,auc,-0.0151984517370552,0.7564141378741654,0.01079159266532899,0.8256804336618048,419
CNX-774,CRP,ic50,0.09040204213462226,0.10760601760373477,-0.0709069744877221,0.20728687814963728,462
CNX-774,CRP,auc,0.07883417505914256,0.09054668636515974,-0.018944480887660632,0.6846474248193584,462
CNX-774,HNF1A,ic50,-0.02850655695512288,0.612543705403075,-0.04225104483802828,0.4527655793132318,462
CNX-774,HNF1A,auc,0.03507519002280303,0.4519898848974827,-0.032405687692070285,0.4871621918522592,462
CNX-774,MYC,ic50,-0.10437815006500957,0.06301575233810057,-0.05045190036312856,0.3698712584388413,462
CNX-774,MYC,auc,-0.07733466081728609,0.0968682706891175,-0.020785565518856356,0.6558814112560932,462
CNX-774,ERBB2,ic50,0.02950678541130493,0.6001231346565423,0.018633814098748713,0.7406379033439275,462
CNX-774,ERBB2,auc,0.0495489471254953,0.28788081643398383,0.05949214359613025,0.20181350994466882,462
maytansinol-isobutyrate,CRP,ic50,0.0920606284845908,0.10742561869018077,-0.009450445833811714,0.8690121473123908,311
maytansinol-isobutyrate,CRP,auc,0.08348151520421641,0.14187364068669553,0.07353652560216045,0.19588641096894405,311
maytansinol-isobutyrate,HNF1A,ic50,0.060867357597279216,0.28772855555608373,-0.028038017914377624,0.6245882956987835,311
maytansinol-isobutyrate,HNF1A,auc,0.11387398921366948,0.04478855352914951,0.06176776555168516,0.2775067130004807,311
maytansinol-isobutyrate,MYC,ic50,-0.03884849076164434,0.49767032024208446,-0.007544222199393442,0.8952626387347283,311
maytansinol-isobutyrate,MYC,auc,-0.05406484154645981,0.3419599399079103,-0.05899630936646791,0.29967742793019214,311
maytansinol-isobutyrate,ERBB2,ic50,0.047938458214239754,0.40259000527589756,-0.02282480202388852,0.6903771231344051,311
maytansinol-isobutyrate,ERBB2,auc,0.13641516733405457,0.01607165367086084,0.10269241666567405,0.07052995163231683,311
"hydroxytacrine-maleate-(r,s)",CRP,ic50,0.004671648378491674,0.9705380959020113,-0.0708280560222444,0.5750300028527389,451
"hydroxytacrine-maleate-(r,s)",CRP,auc,0.013799817987449824,0.7700847430951708,-0.03443991497026501,0.46564759125890737,451
"hydroxytacrine-maleate-(r,s)",HNF1A,ic50,-0.1650726544398047,0.18882238392206582,-0.135373735336042,0.2822853306088119,451
"hydroxytacrine-maleate-(r,s)",HNF1A,auc,-0.0033771939322564423,0.9429824539103544,-0.03156092471125346,0.5037772733424237,451
"hydroxytacrine-maleate-(r,s)",MYC,ic50,-0.13992722823418602,0.2662585449319523,-0.030047674941941944,0.8121872820216502,451
"hydroxytacrine-maleate-(r,s)",MYC,auc,-0.005622252314516432,0.9052214686634802,-0.01250779920853479,0.7910877711950042,451
"hydroxytacrine-maleate-(r,s)",ERBB2,ic50,-0.15395710181318764,0.220773608001265,-0.26593920675405647,0.0322587832758702,451
"hydroxytacrine-maleate-(r,s)",ERBB2,auc,0.0985802044111807,0.03636573567912582,0.09390892398898772,0.046240275164562174,451
LY303511,CRP,ic50,0.30806161848616215,0.24572516622164922,-0.06666184537761187,0.8062322641334319,438
LY303511,CRP,auc,-0.07032082522011035,0.1417461042219504,-0.12348746317726476,0.009683692520239543,438
LY303511,HNF1A,ic50,0.09705882352941177,0.7206513082372035,0.42486746644978146,0.1009159115586715,438
LY303511,HNF1A,auc,-0.10268736276792793,0.03166384129020972,-0.10525375382672245,0.0276212297340838,438
LY303511,MYC,ic50,-0.03823529411764706,0.8881976539853075,0.03302618132988049,0.9033577886831765,438
LY303511,MYC,auc,0.006308529943221778,0.8952597326759236,0.03139247374431034,0.5122875807113797,438
LY303511,ERBB2,ic50,-0.3382352941176471,0.20006555877868962,-0.1761839343870686,0.5139461177638147,438
LY303511,ERBB2,auc,-0.006908478406025576,0.8853644181596937,0.03911140199086301,0.4142060109097947,438
dihydromyricetin,CRP,ic50,0.062333506497111585,0.27783593953142177,-0.02010005894256014,0.7266191056921646,470
dihydromyricetin,CRP,auc,0.030943480243643767,0.5033598705003551,-0.07519698845755944,0.10348317654187957,470
dihydromyricetin,HNF1A,ic50,-0.05289478706691236,0.35724922643779794,-0.027106107256841754,0.6372618134189688,470
dihydromyricetin,HNF1A,auc,0.05508277277123101,0.23330389536738133,0.008653424913962808,0.8515777337107274,470
dihydromyricetin,MYC,ic50,-0.027733332994997282,0.6294892289373387,-0.020458075071074146,0.721949069212742,470
dihydromyricetin,MYC,auc,0.014525987609852041,0.7534497142843111,-0.020938099898967756,0.6507157402412794,470
dihydromyricetin,ERBB2,ic50,-0.02889601697207951,0.6151892108627958,0.03935459363168135,0.4935069761112257,470
dihydromyricetin,ERBB2,auc,0.025299838968402183,0.5843000790962491,0.03498486768931208,0.44925006559044617,470
JIB04,CRP,ic50,0.02084785238180938,0.6552681376098601,-0.014365046457997747,0.7583797596004331,477
JIB04,CRP,auc,0.048718946964382344,0.28829162619052945,0.014335544037864169,0.7548219702362914,477
JIB04,HNF1A,ic50,-0.035919390436229146,0.44166981106387654,-0.10145097482060554,0.02940952913011506,477
JIB04,HNF1A,auc,-0.03744202669610796,0.4145648863586301,-0.0982845462096999,0.03186234175197334,477
JIB04,MYC,ic50,0.0501226972129754,0.282852547349091,0.07151082163682977,0.12522722089987032,477
JIB04,MYC,auc,0.049350894394508155,0.2820760349206965,0.034179490736989476,0.45642262955286755,477
JIB04,ERBB2,ic50,-0.054390051915630476,0.24381813606400135,0.00894234439082215,0.8481473184697311,477
JIB04,ERBB2,auc,-0.033756757828072186,0.4620143344983463,-0.027967147909613164,0.5423068304795529,477
GS-39783,CRP,auc,-0.06468773367176667,0.17908390143190211,-0.01923529153668603,0.6897897589924598,433
GS-39783,HNF1A,auc,0.06320771152894943,0.1892576798063543,0.03294425664491346,0.4941459595658718,433
GS-39783,MYC,auc,0.057545707343672,0.2320957800021415,0.044644630587712356,0.354045281920794,433
GS-39783,ERBB2,auc,-0.06930665006305146,0.14994075325811432,-0.11055914541745211,0.02139193744094543,433
KPT-276,CRP,ic50,0.05591459260814165,0.23442644191210193,-0.031794276592508865,0.4991976802638028,478
KPT-276,CRP,auc,0.051124353980805476,0.26461666213270596,0.06364041669545793,0.1647873294895863,478
KPT-276,HNF1A,ic50,0.1356911534729699,0.0037717453969317192,0.1189343869797894,0.011206611127240444,478
KPT-276,HNF1A,auc,0.1794340933927197,7.986811734689104e-05,0.17409554373130692,0.0001304671246601212,478
KPT-276,MYC,ic50,0.02235806808600382,0.634690318701356,-0.11597997367504764,0.013407620854345305,478
KPT-276,MYC,auc,0.003725318699202182,0.9352554916426541,-0.025021358715609805,0.5852718953098548,478
